SITEID,MONTH,TYPE,VALUE,
USC00507570,20150101,SNOW,0,
USC00507570,20150101,SNWD,0,1600
CA001125700,20150101,TMAX,-10,
CA001125700,20150101,TMIN,-90,
CA001125700,20150101,PRCP,2,
CA001125700,20150101,SNOW,2,
CA001125700,20150101,SNWD,30,
USC00477581,20150101,TMAX,-78,630
USC00477581,20150101,TMIN,-178,630
USC00477581,20150101,TOBS,-100,630
USC00477581,20150101,PRCP,0,630
USC00477581,20150101,SNOW,0,
USC00477581,20150101,SNWD,0,630
USC00473820,20150101,TMAX,-83,700
USC00473820,20150101,TMIN,-178,700
USC00473820,20150101,TOBS,-83,700
USC00473820,20150101,PRCP,0,700
USC00473820,20150101,SNOW,0,
USC00473820,20150101,SNWD,0,700
US1ALCM0016,20150101,PRCP,0,
US1ALCM0016,20150101,SNOW,0,
USC00457773,20150101,PRCP,0,800
ASN00001014,20150101,PRCP,52,
ASN00012295,20150101,PRCP,0,
USC00455659,20150101,TMAX,-28,1600
USC00455659,20150101,TMIN,-117,1600
US10sher005,20150101,PRCP,0,
USC00449151,20150101,TMAX,94,2400
USC00449151,20150101,TMIN,-33,2400
USC00449151,20150101,TOBS,67,2400
USC00449151,20150101,PRCP,0,2400
USC00046675,20150101,PRCP,0,1700
USC00046940,20150101,PRCP,0,700
USC00040144,20150101,PRCP,0,700
USC00040503,20150101,TMAX,78,800
USC00040503,20150101,TMIN,-133,800
USC00040503,20150101,PRCP,0,800
USC00033831,20150101,PRCP,0,800
USC00033831,20150101,SNOW,0,
USC00033831,20150101,SNWD,0,
USC00015537,20150101,PRCP,0,700
USC00030458,20150101,TMAX,17,800
USC00030458,20150101,TMIN,-39,800
USC00030458,20150101,TOBS,-33,800
USC00030458,20150101,PRCP,0,800
USC00030458,20150101,SNOW,0,
USC00030458,20150101,SNWD,0,
IRM00040769,20150101,TMAX,106,
IRM00040769,20150101,TMIN,-46,
IRM00040769,20150101,PRCP,0,
IRM00040769,20150101,TAVG,43,
US1WYAB0040,20150101,PRCP,0,
US1WYAB0040,20150101,SNOW,0,
US1WYAB0040,20150101,SNWD,229,
US1WYLM0006,20150101,PRCP,0,
US1WYLM0006,20150101,SNOW,0,
US1WIKN0001,20150101,PRCP,0,
US1WIKN0001,20150101,SNOW,0,
US1WIKN0001,20150101,SNWD,0,
US1WIKN0001,20150101,WESD,0,
US1WIKN0001,20150101,WESF,0,
US1WAYK0025,20150101,PRCP,0,
ASN00060069,20150101,PRCP,0,
USC00335505,20150101,TMAX,-33,
USC00335505,20150101,TMIN,-94,
USC00335505,20150101,TOBS,-78,
USC00335505,20150101,PRCP,0,800
USC00335505,20150101,SNOW,0,
USC00335505,20150101,SNWD,0,
SWE00138598,20150101,PRCP,49,
SWE00138216,20150101,TMAX,55,
SWE00138216,20150101,TMIN,5,
SWE00138216,20150101,PRCP,1,
SWE00138216,20150101,SNWD,0,
ASN00059054,20150101,PRCP,1082,
USC00301102,20150101,TMAX,-56,700
USC00301102,20150101,TMIN,-128,700
USC00301102,20150101,TOBS,-94,700
USC00301102,20150101,PRCP,0,700
USC00301102,20150101,SNOW,0,
USC00301102,20150101,SNWD,0,700
SWE00136663,20150101,TMAX,67,
SWE00136663,20150101,TMIN,18,
SPE00120431,20150101,TMAX,211,
SPE00120431,20150101,TMIN,189,
SPE00120431,20150101,PRCP,0,
SPE00120431,20150101,TAVG,201,
ASN00009039,20150101,PRCP,0,
USC00250070,20150101,TMAX,-100,730
USC00250070,20150101,TMIN,-200,730
USC00250070,20150101,TOBS,-100,730
USC00250070,20150101,PRCP,0,730
USC00250070,20150101,SNOW,0,
USC00250070,20150101,SNWD,51,730
ASN00006038,20150101,PRCP,0,
US1TNLR0009,20150101,PRCP,0,
US1TNLR0009,20150101,SNOW,0,
US1TNWN0042,20150101,PRCP,0,
USC00236563,20150101,PRCP,0,700
USC00236563,20150101,SNOW,0,
USC00236563,20150101,SNWD,0,
ASN00021025,20150101,PRCP,0,
US1SCSM0010,20150101,PRCP,0,
US1SCSM0010,20150101,SNOW,0,
IN006031000,20150101,TMAX,230,
IN006031000,20150101,TMIN,62,
IN006031000,20150101,TAVG,139,
AYM00089578,20150101,TAVG,-348,
US1SCPC0017,20150101,PRCP,0,
ASN00095059,20150101,PRCP,12,
US1RINW0004,20150101,PRCP,0,
US1RINW0004,20150101,SNOW,0,
US1PAMN0009,20150101,PRCP,0,
US1PAMN0009,20150101,SNOW,0,
US1PAMN0009,20150101,SNWD,0,
US1PAMN0009,20150101,WESD,0,
US1PAMN0009,20150101,WESF,0,
ASN00041315,20150101,PRCP,0,
US1PAAD0036,20150101,PRCP,0,
US1PAAD0036,20150101,SNOW,0,
US1ORTL0004,20150101,PRCP,0,
US1ORTL0004,20150101,SNOW,0,
US1ORYM0011,20150101,PRCP,0,
IDM00096737,20150101,TMAX,282,
IDM00096737,20150101,TMIN,234,
IDM00096737,20150101,TAVG,254,
US1ORLN0044,20150101,PRCP,0,
US1ORLN0044,20150101,SNOW,0,
USC00179295,20150101,TMAX,-72,700
USC00179295,20150101,TMIN,-167,700
USC00179295,20150101,TOBS,-133,700
USC00179295,20150101,PRCP,0,700
USC00179295,20150101,SNOW,0,
USC00179295,20150101,SNWD,0,700
USC00172440,20150101,TMAX,-72,700
USC00172440,20150101,TMIN,-167,700
USC00172440,20150101,TOBS,-100,700
USC00172440,20150101,PRCP,0,700
USC00172440,20150101,SNOW,0,
USC00172440,20150101,SNWD,102,700
USC00167448,20150101,PRCP,0,700
RSM00023884,20150101,TMIN,-329,
RSM00023884,20150101,PRCP,43,
RSM00023884,20150101,SNWD,810,
RSM00023884,20150101,TAVG,-238,
USC00167344,20150101,PRCP,25,700
USC00167344,20150101,SNOW,0,
USC00167344,20150101,SNWD,0,
RP000098444,20150101,TMAX,283,
RP000098444,20150101,PRCP,1072,
RP000098444,20150101,TAVG,247,
PEM00084425,20150101,TMIN,222,
PEM00084425,20150101,PRCP,41,
PEM00084425,20150101,TAVG,254,
NOE00134358,20150101,PRCP,153,
NOE00134358,20150101,SNWD,0,
USC00137669,20150101,TMAX,-67,630
USC00137669,20150101,TMIN,-200,630
USC00137669,20150101,TOBS,-122,630
USC00137669,20150101,PRCP,0,630
USC00137669,20150101,SNOW,0,
USC00137669,20150101,SNWD,0,630
USC00146808,20150101,TMAX,-56,700
USC00146808,20150101,TMIN,-161,700
USC00146808,20150101,TOBS,-89,700
USC00146808,20150101,PRCP,0,700
USC00146808,20150101,SNOW,0,
USC00146808,20150101,SNWD,0,700
USC00156170,20150101,PRCP,0,700
USC00131354,20150101,TMAX,-56,700
USC00131354,20150101,TMIN,-172,700
USC00131354,20150101,TOBS,-100,700
USC00131354,20150101,PRCP,0,700
USC00131354,20150101,SNOW,0,
USC00131354,20150101,SNWD,0,
ASN00053116,20150101,PRCP,0,
USC00113312,20150101,TMAX,-72,700
USC00113312,20150101,TMIN,-189,700
USC00113312,20150101,TOBS,-111,700
USC00113312,20150101,PRCP,0,700
USC00113312,20150101,SNOW,0,
USC00113312,20150101,SNWD,0,700
NLE00108964,20150101,PRCP,41,
NLE00108964,20150101,SNWD,0,
MXM00076323,20150101,TMAX,214,
MXM00076323,20150101,TMIN,40,
MXM00076323,20150101,PRCP,0,
MXM00076323,20150101,TAVG,131,
NLE00101963,20150101,PRCP,31,
NLE00101963,20150101,SNWD,0,
MX000005048,20150101,PRCP,0,
MX000005048,20150101,TAVG,145,
USC00091908,20150101,TMAX,78,800
USC00091908,20150101,TMIN,-44,800
USC00091908,20150101,TOBS,22,800
USC00091908,20150101,PRCP,0,800
USC00056765,20150101,TMAX,-22,700
USC00056765,20150101,TMIN,-217,700
USC00056765,20150101,PRCP,0,700
USC00056765,20150101,SNOW,0,
USC00056832,20150101,TMAX,-150,800
USC00056832,20150101,TMIN,-261,800
USC00056832,20150101,TOBS,-178,800
USC00056832,20150101,PRCP,0,800
USC00056832,20150101,SNOW,0,
USC00056832,20150101,SNWD,152,800
ECM00084270,20150101,TMAX,215,
ECM00084270,20150101,TMIN,140,
ECM00084270,20150101,PRCP,51,
ECM00084270,20150101,TAVG,170,
US1NCWK0044,20150101,PRCP,0,
US1NCWK0044,20150101,SNOW,0,
CHM00055279,20150101,TMAX,23,
CHM00055279,20150101,TMIN,-104,
CHM00055279,20150101,TAVG,-37,
US1NCHN0029,20150101,PRCP,0,
USC00054834,20150101,TMAX,-67,830
USC00054834,20150101,TMIN,-167,830
USC00054834,20150101,TOBS,-122,830
USC00054834,20150101,PRCP,0,830
USC00054834,20150101,SNOW,0,
USC00054834,20150101,SNWD,25,
US1MTMS0020,20150101,PRCP,0,
US1MTMS0020,20150101,SNOW,0,
US1MTWH0003,20150101,PRCP,0,
US1NCAV0004,20150101,PRCP,0,
US1NCAV0004,20150101,SNOW,0,
CA1MB000043,20150101,PRCP,5,
CA1MB000043,20150101,SNOW,8,
CA1MB000043,20150101,SNWD,64,
CA1MB000043,20150101,WESF,5,
US1MOSL0045,20150101,PRCP,0,
CE000434730,20150101,TMAX,208,
CE000434730,20150101,TMIN,112,
CE000434730,20150101,PRCP,0,
CE000434730,20150101,TAVG,157,
CA1NS000044,20150101,PRCP,38,
CA1NS000044,20150101,SNOW,58,
CA1NS000044,20150101,WESF,36,
US1MOFSA155,20150101,PRCP,8,
US1WALN0010,20150101,PRCP,0,
US1WALN0010,20150101,SNOW,0,
US1WALN0010,20150101,SNWD,0,
US1WALN0010,20150101,WESD,0,
US1WALN0010,20150101,WESF,0,
US1VAPW0011,20150101,PRCP,0,
US1VAPW0011,20150101,SNOW,0,
US1VAWLC001,20150101,PRCP,0,
US1VAWLC001,20150101,SNOW,0,
US1WACK0021,20150101,PRCP,0,
US1WACK0021,20150101,SNOW,0,
US1VAPW0010,20150101,PRCP,0,
US1VAPW0010,20150101,SNOW,0,
US1VAJC0001,20150101,PRCP,0,
US1TXWM0185,20150101,PRCP,76,
US1UTSL0086,20150101,PRCP,0,
US1UTSL0086,20150101,SNOW,0,
US1UTSL0086,20150101,SNWD,114,
ASN00045025,20150101,TMAX,422,
ASN00045025,20150101,TMIN,233,
ASN00045025,20150101,PRCP,0,
ASN00045025,20150101,TAVG,328,
US1TXTV0218,20150101,PRCP,104,
US1TXLV0005,20150101,PRCP,0,
US1TXKF0020,20150101,PRCP,64,
ASN00023001,20150101,PRCP,0,
ASN00008106,20150101,PRCP,0,
US1TXHCK003,20150101,PRCP,5,
US1TXCMR043,20150101,PRCP,79,
US1TXCMR097,20150101,PRCP,102,
US1TXHYS001,20150101,PRCP,38,
US1TXJN0002,20150101,PRCP,69,
US1TXBRT006,20150101,PRCP,66,
US1TXBRT043,20150101,PRCP,46,
US1ORLC0013,20150101,PRCP,0,
US1ORLC0013,20150101,SNOW,0,
US1TXAG0005,20150101,PRCP,58,
GQC00914727,20150101,PRCP,3,700
US1ORCC0075,20150101,PRCP,0,
ASN00010082,20150101,PRCP,0,
GME00128794,20150101,TMAX,40,
GME00128794,20150101,TMIN,-10,
GME00128794,20150101,PRCP,12,
US1OHSH0011,20150101,PRCP,0,
US1OHSH0011,20150101,SNOW,0,
US1OKBL0002,20150101,PRCP,0,
US1OKBL0002,20150101,SNOW,0,
US1OKKN0002,20150101,PRCP,0,
US1OKKN0002,20150101,SNOW,0,
US1OHLK0005,20150101,PRCP,0,
US1OHLK0005,20150101,SNOW,0,
US1NYHM0001,20150101,SNOW,5,
US1OHAT0009,20150101,PRCP,0,
US1OHAT0009,20150101,SNOW,0,
ASN00091040,20150101,PRCP,18,
ASN00090171,20150101,TMAX,221,
ASN00090171,20150101,TMIN,89,
ASN00090171,20150101,PRCP,0,
US1NMOT0027,20150101,PRCP,0,
US1NMOT0027,20150101,SNOW,0,
ASN00040829,20150101,PRCP,0,
US1NMBR0008,20150101,PRCP,18,
US1NMBR0008,20150101,SNOW,13,
US1NMBR0008,20150101,SNWD,13,
US1NMBR0008,20150101,WESD,18,
US1NMBR0008,20150101,WESF,18,
US1NMCR0016,20150101,PRCP,3,
US1NMCR0016,20150101,SNOW,13,
US1NJSS0028,20150101,PRCP,0,
US1NJSS0028,20150101,SNOW,0,
FIE00145852,20150101,TMAX,27,
FIE00145852,20150101,TMIN,-54,
ASN00040770,20150101,PRCP,0,
US1NJSL0002,20150101,PRCP,0,
US1NJSL0002,20150101,SNOW,0,
US1NHMR0033,20150101,PRCP,0,
US1NHMR0033,20150101,SNOW,0,
USW00092827,20150101,TMAX,263,
USW00092827,20150101,TMIN,167,
USW00092827,20150101,PRCP,0,
USW00022010,20150101,TMAX,44,2400
USW00022010,20150101,TMIN,6,2400
USW00022010,20150101,PRCP,0,2400
USW00022010,20150101,SNOW,0,
USW00022010,20150101,SNWD,0,
USW00022010,20150101,AWND,11,
USW00022010,20150101,WDF2,300,
USW00022010,20150101,WDF5,310,
USW00022010,20150101,WSF2,45,
USW00022010,20150101,WSF5,54,
USW00022010,20150101,WT01,1,
USW00003761,20150101,TMAX,44,
USW00003761,20150101,TMIN,-51,
USW00003761,20150101,PRCP,0,
USW00013986,20150101,TMAX,-5,
USW00013986,20150101,TMIN,-88,
USW00013986,20150101,PRCP,0,
USW00013986,20150101,AWND,37,
USW00013986,20150101,PGTM,1426,
USW00013986,20150101,WDF2,200,
USW00013986,20150101,WDF5,190,
USW00013986,20150101,WSF2,72,
USW00013986,20150101,WSF5,85,
USW00013807,20150101,PRCP,0,
USS0022F18S,20150101,TMAX,98,
USS0022F18S,20150101,TMIN,-62,
USS0022F18S,20150101,TOBS,-17,
USS0022F18S,20150101,PRCP,25,
USS0022F18S,20150101,SNWD,152,
USS0022F18S,20150101,TAVG,-3,
USS0022F18S,20150101,WESD,381,
US1COEP0194,20150101,PRCP,0,
US1COEP0194,20150101,SNOW,0,
US1COEP0194,20150101,SNWD,0,
USS0013B22S,20150101,TMAX,-70,
USS0013B22S,20150101,TMIN,-180,
USS0013B22S,20150101,TOBS,-136,
USS0013B22S,20150101,PRCP,0,
USS0013B22S,20150101,SNWD,660,
USS0013B22S,20150101,TAVG,-144,
USS0013B22S,20150101,WESD,1321,
USS0012C11S,20150101,TMAX,-4,
USS0012C11S,20150101,TMIN,-84,
USS0012C11S,20150101,TOBS,-61,
USS0012C11S,20150101,PRCP,25,
USS0012C11S,20150101,SNWD,787,
USS0012C11S,20150101,TAVG,-55,
USS0012C11S,20150101,WESD,1880,
US1CODN0109,20150101,PRCP,0,
US1CODN0109,20150101,SNOW,0,
US1CODN0109,20150101,WESF,0,
USS0007M31S,20150101,TMAX,-66,
USS0007M31S,20150101,TMIN,-152,
USS0007M31S,20150101,TOBS,-131,
USS0007M31S,20150101,PRCP,51,
USS0007M31S,20150101,SNWD,813,
USS0007M31S,20150101,TAVG,-104,
USS0007M31S,20150101,WESD,1346,
USR0000NDSS,20150101,TMAX,-28,
USR0000NDSS,20150101,TMIN,-111,
USR0000NDSS,20150101,TAVG,-72,
US1CODL0016,20150101,PRCP,0,
US1CODL0016,20150101,SNOW,0,
US1CODL0016,20150101,SNWD,76,
USS0009S02S,20150101,TMAX,-38,
USS0009S02S,20150101,TMIN,-166,
USS0009S02S,20150101,TOBS,-164,
USS0009S02S,20150101,PRCP,76,
USS0009S02S,20150101,SNWD,254,
USS0009S02S,20150101,TAVG,-102,
USS0009S02S,20150101,WESD,305,
USR0000MPOI,20150101,TMAX,-83,
USR0000MPOI,20150101,TMIN,-133,
USR0000MPOI,20150101,TAVG,-105,
USR0000MWDO,20150101,TMAX,-67,
USR0000MWDO,20150101,TMIN,-156,
USR0000MWDO,20150101,TAVG,-106,
USR0000OMID,20150101,TMAX,-39,
USR0000OMID,20150101,TMIN,-133,
USR0000OMID,20150101,TAVG,-96,
USR0000CTHO,20150101,TMAX,144,
USR0000CTHO,20150101,TMIN,0,
USR0000CTHO,20150101,TAVG,68,
USR0000IPCR,20150101,TMAX,-44,
USR0000IPCR,20150101,TMIN,-122,
USR0000IPCR,20150101,TAVG,-96,
CA003010815,20150101,TMAX,30,
CA003010815,20150101,TMIN,-45,
CA003010815,20150101,PRCP,0,
CA003010815,20150101,SNOW,110,
CA003010815,20150101,SNWD,90,
USR0000CMRK,20150101,TMAX,22,
USR0000CMRK,20150101,TMIN,-172,
USR0000CMRK,20150101,TAVG,-89,
USR0000CMTZ,20150101,TMAX,83,
USR0000CMTZ,20150101,TMIN,-17,
USR0000CMTZ,20150101,TAVG,25,
USR0000COCR,20150101,TMAX,89,
USR0000COCR,20150101,TMIN,-28,
USR0000COCR,20150101,TAVG,21,
USR0000CSQS,20150101,TMAX,89,
USR0000CSQS,20150101,TMIN,0,
USR0000CSQS,20150101,TAVG,34,
USR0000BLAC,20150101,TMAX,-22,
USR0000BLAC,20150101,TMIN,-172,
USR0000BLAC,20150101,TAVG,-124,
USR0000AHOO,20150101,TMAX,-44,
USR0000AHOO,20150101,TMIN,-78,
USR0000AHOO,20150101,TAVG,-54,
USC00518101,20150101,PRCP,0,600
US1COAD0179,20150101,PRCP,0,
US1COAD0179,20150101,SNOW,0,
ARM00087548,20150101,TMAX,260,
ARM00087548,20150101,TMIN,145,
ARM00087548,20150101,PRCP,320,
ARM00087548,20150101,TAVG,188,
US1KSRS0010,20150101,PRCP,0,
US1KSRS0010,20150101,SNOW,0,
ASN00066006,20150101,PRCP,0,
US1CHARM153,20150101,PRCP,0,
US1CHARM153,20150101,SNOW,0,
US1CHARM153,20150101,SNWD,0,
US1CHARM153,20150101,WESF,0,
CA00830P001,20150101,TMAX,-40,
CA00830P001,20150101,TMIN,-144,
CA00830P001,20150101,PRCP,0,
CA00830P001,20150101,SNWD,10,
CA00830P001,20150101,TAVG,-92,
US1KSEW0010,20150101,PRCP,0,
US1KSEW0010,20150101,SNOW,0,
US1KSCD0003,20150101,PRCP,0,
US1KSCD0003,20150101,SNOW,0,
US1INTP0040,20150101,PRCP,0,
US1INTP0040,20150101,SNOW,0,
ASN00039221,20150101,PRCP,0,
US1INMR0076,20150101,PRCP,0,
US1INMR0076,20150101,SNOW,0,
ASN00079016,20150101,PRCP,0,
US1INMR0002,20150101,PRCP,0,
US1INMR0002,20150101,SNOW,0,
ASN00078040,20150101,PRCP,0,
US1ILWD0008,20150101,PRCP,0,
US1ILWD0008,20150101,SNOW,0,
AGM00060559,20150101,PRCP,0,
AGM00060559,20150101,TAVG,80,
ASN00015531,20150101,PRCP,0,
ASN00076015,20150101,PRCP,0,
US1ILCK0014,20150101,PRCP,0,
US1ILCK0014,20150101,SNOW,0,
US1ILCK0014,20150101,SNWD,0,
US1ILCK0069,20150101,PRCP,0,
US1ILCK0069,20150101,SNOW,0,
US1AZMR0218,20150101,PRCP,38,
US1ILDP0042,20150101,PRCP,0,
US1ILDP0042,20150101,SNOW,0,
US1AZMR0221,20150101,PRCP,23,
US1AZMR0244,20150101,PRCP,58,
ASN00032183,20150101,PRCP,0,
US1AZMR0155,20150101,PRCP,61,
USC00403379,20150101,PRCP,0,
USC00403379,20150101,SNOW,0,
USC00399337,20150101,TMAX,-39,800
USC00399337,20150101,TMIN,-172,800
USC00399337,20150101,TOBS,-50,800
USC00399337,20150101,PRCP,0,800
USC00399337,20150101,SNOW,0,
US1ALMS0027,20150101,PRCP,0,
US1ALMS0027,20150101,SNOW,0,
USC00368905,20150101,TMAX,-28,700
USC00368905,20150101,TMIN,-100,700
USC00368905,20150101,TOBS,-94,700
USC00368905,20150101,PRCP,3,700
USC00368905,20150101,SNOW,8,
USC00368905,20150101,SNWD,0,
ASN00002036,20150101,PRCP,0,
USC00366886,20150101,TMAX,11,900
USC00366886,20150101,TMIN,-33,900
USC00366886,20150101,PRCP,0,900
USC00366886,20150101,SNOW,0,
USC00366886,20150101,SNWD,0,
ASN00059060,20150101,PRCP,25,
US10lanc001,20150101,PRCP,0,
US1IAFY0002,20150101,PRCP,0,
US1IAFY0002,20150101,SNOW,0,
US1IDBR0019,20150101,PRCP,0,
US1IDBR0019,20150101,SNOW,0,
US1IDBR0019,20150101,SNWD,152,
CA006143089,20150101,TMAX,-36,
CA006143089,20150101,TMIN,-93,
ASN00037105,20150101,PRCP,0,
CA006041222,20150101,TMAX,-19,
CA006041222,20150101,TMIN,-123,
US1GAJC0016,20150101,PRCP,0,
US1GAJC0016,20150101,SNOW,0,
US1GAEF0013,20150101,PRCP,0,
US1GAEF0013,20150101,SNOW,0,
ASN00009619,20150101,PRCP,0,
US1FLHN0014,20150101,PRCP,0,
US1FLHN0014,20150101,SNOW,0,
ASN00036054,20150101,PRCP,0,
US1FLGD0005,20150101,PRCP,0,
US1FLGD0005,20150101,SNOW,0,
US1FLCT0013,20150101,PRCP,0,
US1FLCT0013,20150101,SNOW,0,
US1FLBV0006,20150101,PRCP,102,
US1DESS0003,20150101,PRCP,0,
US1DESS0003,20150101,SNOW,0,
US1COME0079,20150101,PRCP,0,
US1COME0079,20150101,SNOW,0,
US1COME0097,20150101,PRCP,0,
US1COME0097,20150101,SNOW,0,
US1COLR0812,20150101,PRCP,0,
US1COLR0812,20150101,SNOW,0,
USW00094898,20150101,TMAX,-16,
USW00094898,20150101,TMIN,-77,
USW00094898,20150101,PRCP,0,
USW00094898,20150101,AWND,52,
USW00094898,20150101,PGTM,1531,
USW00094898,20150101,WDF2,240,
USW00094898,20150101,WDF5,230,
USW00094898,20150101,WSF2,94,
USW00094898,20150101,WSF5,161,
US1COLK0028,20150101,PRCP,0,
US1COLK0028,20150101,SNOW,0,
USW00093044,20150101,TMAX,50,1600
USW00093044,20150101,TOBS,-39,1600
USW00093044,20150101,PRCP,0,1600
SWE00139312,20150101,PRCP,41,
SWE00139312,20150101,SNWD,0,
SWE00138806,20150101,PRCP,3,
SWE00138806,20150101,SNWD,0,
USC00230143,20150101,TMAX,-56,700
USC00230143,20150101,TMIN,-172,700
USC00230143,20150101,TOBS,-94,700
USC00230143,20150101,PRCP,0,700
USC00230143,20150101,SNOW,0,
USC00230143,20150101,SNWD,0,
SWE00138584,20150101,PRCP,0,
SWE00138584,20150101,SNWD,0,
SWE00138054,20150101,PRCP,160,
USC00205690,20150101,TMAX,-122,630
USC00205690,20150101,TMIN,-222,630
USC00205690,20150101,TOBS,-128,630
USC00205690,20150101,PRCP,0,630
USC00205690,20150101,SNWD,457,
SPE00120395,20150101,TMAX,124,
SPE00120395,20150101,TMIN,26,
SPE00120395,20150101,PRCP,0,
SPE00120395,20150101,TAVG,74,
USC00176881,20150101,TMAX,-17,1700
USC00176881,20150101,TMIN,-128,1700
USC00176881,20150101,TOBS,-28,1700
USC00176881,20150101,PRCP,0,1700
USC00176881,20150101,SNOW,0,
USC00176881,20150101,SNWD,0,
USC00173046,20150101,TMAX,-44,700
USC00173046,20150101,TMIN,-128,700
USC00173046,20150101,TOBS,-78,700
USC00173046,20150101,PRCP,0,700
USC00173046,20150101,SNOW,0,
USC00173046,20150101,SNWD,0,
SIE00115156,20150101,TMAX,-11,
SIE00115156,20150101,TMIN,-126,
SIE00115156,20150101,PRCP,0,
ASN00027006,20150101,PRCP,0,
USC00165065,20150101,TMAX,100,800
USC00165065,20150101,TMIN,17,800
USC00165065,20150101,TOBS,61,800
USC00165065,20150101,PRCP,0,800
US1CASR0004,20150101,PRCP,0,
US1CASR0004,20150101,SNOW,0,
USC00476678,20150101,TMAX,-83,730
USC00476678,20150101,TMIN,-178,730
USC00476678,20150101,TOBS,-94,730
USC00476678,20150101,PRCP,0,730
USC00476678,20150101,SNOW,0,
USC00476678,20150101,SNWD,0,730
USC00474582,20150101,TMAX,-128,700
USC00474582,20150101,TMIN,-250,700
USC00474582,20150101,TOBS,-128,700
USC00474582,20150101,PRCP,8,700
USC00474582,20150101,SNOW,10,
USC00474582,20150101,SNWD,254,700
US1CASM0016,20150101,PRCP,0,
US1CASM0016,20150101,SNOW,0,
CA001181508,20150101,TMAX,5,
CA001181508,20150101,TMIN,-67,
CA001181508,20150101,PRCP,111,
CA001181508,20150101,SNOW,162,
CA001181508,20150101,SNWD,420,
ASN00063283,20150101,PRCP,0,
USC00459021,20150101,TMAX,61,
USC00459021,20150101,TMIN,-44,
USC00459021,20150101,PRCP,0,800
ASN00063035,20150101,PRCP,0,
ASN00001018,20150101,TMAX,323,
ASN00001018,20150101,TMIN,226,
ASN00001018,20150101,PRCP,65,
ASN00061406,20150101,PRCP,0,
US1CAHM0005,20150101,PRCP,0,
US1CAHM0005,20150101,SNOW,0,
USC00424174,20150101,TMAX,-33,900
USC00424174,20150101,TMIN,-272,900
USC00424174,20150101,TOBS,-206,900
USC00424174,20150101,PRCP,0,900
USC00424174,20150101,SNOW,0,
USC00424174,20150101,SNWD,102,900
ASN00061384,20150101,PRCP,0,
USC00413624,20150101,PRCP,30,700
USC00405158,20150101,TMAX,44,800
USC00405158,20150101,TMIN,-56,800
USC00405158,20150101,TOBS,-44,800
USC00405158,20150101,PRCP,0,800
USC00405158,20150101,SNOW,0,
USC00405158,20150101,SNWD,0,
USC00026194,20150101,TMAX,89,2400
USC00026194,20150101,TMIN,-28,2400
USC00026194,20150101,PRCP,10,2400
USC00017999,20150101,TMAX,83,700
USC00017999,20150101,TMIN,-17,700
USC00017999,20150101,TOBS,-6,700
USC00017999,20150101,PRCP,0,700
MX000028116,20150101,TAVG,93,
NLE00102044,20150101,PRCP,17,
NLE00102044,20150101,SNWD,0,
NLE00102079,20150101,PRCP,24,
NLE00102079,20150101,SNWD,10,
MGM00044298,20150101,TMAX,-76,
MGM00044298,20150101,TMIN,-215,
MGM00044298,20150101,TAVG,-147,
US1WVBY0006,20150101,PRCP,0,
US1WVBY0006,20150101,SNOW,0,
USC00013818,20150101,TMAX,94,500
USC00013818,20150101,TMIN,6,500
USC00013818,20150101,TOBS,6,500
USC00013818,20150101,PRCP,0,500
ASN00023758,20150101,PRCP,0,
ASN00005034,20150101,PRCP,0,
JA000047590,20150101,TMAX,32,
JA000047590,20150101,PRCP,84,
JA000047590,20150101,TAVG,-5,
JA000047597,20150101,TMAX,19,
JA000047597,20150101,PRCP,0,
JA000047597,20150101,TAVG,-18,
US1TXPL0020,20150101,PRCP,0,
US1TXPL0020,20150101,SNOW,0,
US1TXSP0008,20150101,PRCP,30,
US1VAJC0017,20150101,PRCP,0,
US1VAJC0017,20150101,SNOW,0,
US10cher024,20150101,PRCP,0,
US10cher005,20150101,PRCP,0,
USC00330676,20150101,TMAX,-17,700
USC00330676,20150101,TMIN,-78,700
USC00330676,20150101,TOBS,-61,700
USC00330676,20150101,PRCP,0,700
USC00308578,20150101,TMAX,-56,800
USC00308578,20150101,TMIN,-94,800
USC00321816,20150101,PRCP,0,900
UPM00033723,20150101,TAVG,-116,
TUM00017140,20150101,PRCP,81,
TUM00017140,20150101,TAVG,31,
TUM00017237,20150101,PRCP,300,
TUM00017237,20150101,TAVG,64,
TX000038750,20150101,TMAX,119,
TX000038750,20150101,TAVG,90,
TX000038880,20150101,TAVG,62,
USC00297605,20150101,TMAX,-83,600
USC00297605,20150101,TMIN,-133,600
USC00297605,20150101,TOBS,-83,600
USC00297605,20150101,PRCP,0,600
USC00297605,20150101,SNOW,0,
USC00297605,20150101,SNWD,0,
ASN00057104,20150101,PRCP,0,
SWE00160176,20150101,TMAX,68,
SWE00160176,20150101,TMIN,5,
SWE00160176,20150101,PRCP,11,
USC00255590,20150101,TMAX,-28,2400
USC00255590,20150101,TMIN,-239,2400
USC00248415,20150101,TMAX,6,1600
USC00248415,20150101,TMIN,-72,1600
USC00248415,20150101,TOBS,6,1600
USC00248415,20150101,PRCP,0,1600
USC00248415,20150101,SNOW,0,
USC00248415,20150101,SNWD,0,
SWE00140228,20150101,TMAX,39,
SWE00140228,20150101,TMIN,4,
SWE00140228,20150101,PRCP,70,
SWE00140228,20150101,SNWD,290,
ASN00056176,20150101,PRCP,0,
SWE00139358,20150101,PRCP,26,
